Doc,Abstract
182,"BackgroundHuman morphology is a critical component of dental and medical graduate training. Innovations in basic science teaching methods are needed to keep up with an ever-changing landscape of technology. The purpose of this study was to investigate whether students in a medical and dental histology course would have better grades if they used gaming software Kahoot (R) and whether gamification effects on learning and enjoyment.MethodsIn an effort to both evoke students' interest and expand their skill retention, an online competition using Kahoot (R) was implemented for first-year students in 2018 (n=215) at the University of Eastern Finland. Additionally, closed (160/215) or open-ended (41/215) feedback questions were collected and analyzed.ResultsThe Kahoot (R) gamification program was successful and resulted in learning gains. The overall participant satisfaction using Kahoot (R) was high, with students (124/160) indicating that gamification increased their motivation to learn. The gaming approach seemed to enable the students to overcome individual difficulties (139/160) and to set up collaboration (107/160); furthermore, gamification promoted interest (109/160), and the respondents found the immediate feedback from senior professionals to be positive (146/160). In the open-ended survey, the students (23/41) viewed collaborative team- and gamification-based learning positively.ConclusionThis study lends support to the use of gamification in the teaching of histology and may provide a foundation for designing a gamification-integrated curriculum across healthcare disciplines."
183,"Background: Primary care is the principal clinical setting for the management of depression. However, significant shortcomings have been detected in its diagnosis and clinical management, as well as in patient outcomes. We developed the INDI collaborative care model to improve the management of depression in primary care. This intervention has been favorably evaluated in terms of clinical efficacy and cost-effectiveness in a clinical trial. Our aim is to bring this intervention from the scientific context into clinical practice. Methods: Objective: To test for the feasibility and impact of a strategy for implementing the INDI model for depression in primary care. Design: A quasi-experiment conducted in primary care. Several areas will be established to implement the new program and other, comparable areas will serve as control group. The study constitutes the preliminary phase preceding generalization of the model in the Catalan public healthcare system. Participants: The target population of the intervention are patients with major depression. The implementation strategy will also involve healthcare professionals, primary care centers, as well as management departments and the healthcare organization itself in the geographical areas where the study will be conducted: Camp de Tarragona and Valles Occidental (Catalonia). Intervention: The INDI model is a program for improving the management of depression involving clinical, instructional, and organizational interventions including the participation of nurses as care managers, the efficacy and efficiency of which has been proven in a clinical trial. We will design an active implementation strategy for this model based on the PARIHS (Promoting Action on Research Implementation in Health Services) framework. Measures: Qualitative and quantitative measures will be used to evaluate variables related to the successful implementation of the model: acceptability, utility, penetration, sustainability, and clinical impact. Discussion: This project tests the transferability of a healthcare intervention supported by scientific research to clinical practice. If implementation is successful in this experimental phase, we will use the information and experience obtained to propose and plan the generalization of the INDI model for depression in the Catalan healthcare system. We expect the program to benefit patients, the healthcare system, and society."
184,"As a result of China's economic growth, air pollution, including carbon dioxide (CO2) emission, has caused serious health problems and accompanying heavy economic burdens on healthcare. Therefore, the effect of carbon dioxide emission on healthcare expenditure (HCE) has attracted the interest of many researchers, most of which have adopted traditional empirical methods, such as ordinary least squares (OLS) or quantile regression (QR), to analyze the issue. This paper, however, attempts to introduce Bayesian quantile regression (BQR) to discuss the relationship between carbon dioxide emission and HCE, based on the longitudinal data of 30 provinces in China (2005-2016). It was found that carbon dioxide emission is, indeed, an important factor affecting healthcare expenditure in China, although its influence is not as great as the income variable. It was also revealed that the effect of carbon dioxide emission on HCE at a higher quantile was much smaller, which indicates that most people are not paying sufficient attention to the correlation between air pollution and healthcare. This study also proves the applicability of Bayesian quantile regression and its ability to offer more valuable information, as compared to traditional empirical tools, thus expanding and deepening research capabilities on the topic."
185,"Background: The Strategic Health IT Advanced Research Projects (SHARP) program seeks to conquer well-understood challenges in medical informatics through breakthrough research. Two SHARP centers have found alignment in their methodological needs: (1) members of the National Center for Cognitive Informatics and Decision-making (NCCD) have developed knowledge bases to support problem-oriented summarizations of patient data, and (2) Substitutable Medical Apps, Reusable Technologies (SMART), which is a platform for reusable medical apps that can run on participating platforms connected to various electronic health records (EHR). Combining the work of these two centers will ensure wide dissemination of new methods for synthesized views of patient data. Informatics for Integrating Biology and the Bedside (i2b2) is an NIH-funded clinical research data repository platform in use at over 100 sites worldwide. By also working with a co-occurring initiative to SMART-enabling i2b2, we can confidently write one app that can be used extremely broadly. Objective: Our goal was to facilitate development of intuitive, problem-oriented views of the patient record using NCCD knowledge bases that would run in any EHR. To do this, we developed a collaboration between the two SHARPs and an NIH center, i2b2. Methods: First, we implemented collaborative tools to connect researchers at three institutions. Next, we developed a patient summarization app using the SMART platform and a previously validated NCCD problem-medication linkage knowledge base derived from the National Drug File-Reference Terminology (NDF-RT). Finally, to SMART-enable i2b2, we implemented two new Web service cells that expose the SMART application programming interface (API), and we made changes to the Web interface of i2b2 to host a carousel of SMART apps. Results: We deployed our SMART-based, NDF-RT-derived patient summarization app in this SMART-i2b2 container. It displays a problem-oriented view of medications and presents a line-graph display of laboratory results. Conclusions: This summarization app can be run in any EHR environment that either supports SMART or runs SMART-enabled i2b2. This i2b2 clinical bridge demonstrates a pathway for reusable app development that does not require EHR vendors to immediately adopt the SMART API. Apps can be developed in SMART and run by clinicians in the i2b2 repository, reusing clinical data extracted from EHRs. This may encourage the adoption of SMART by supporting SMART app development until EHRs adopt the platform. It also allows a new variety of clinical SMART apps, fueled by the broad aggregation of data types available in research repositories. The app (including its knowledge base) and SMART-i2b2 are open-source and freely available for download."
186,"This paper presents the Trusted Integrated Knowledge Dataspace (TIKD), a new dataspace, based on linked data technologies and trusted data sharing, that supports integrated knowledge graphs for sensitive application environments such as healthcare. State-of-the-art shared dataspaces do not consider sensitive data and privacy-aware log records as part of their solutions, defining only how to access data. TIKD complements dataspace security approaches through trusted data sharing that considers personal data handling, data privileges, pseudonymization of user activity logging, and privacy-aware data interlinking services. TIKD was implemented on the Access Risk Knowledge (ARK) Platform, a socio-technical risk governance system, and deployed as part of the ARK-Virus Project which aims to govern the risk management of Personal Protection Equipment (PPE) across a group of collaborating healthcare institutions. The ARK Platform was evaluated, both before and after implementing the TIKD, using the ISO 27001 Gap Analysis Tool (GAT) which determines compliance with the information security standard. The results of the evaluation indicated that compliance with ISO 27001 increased from 50% to 85%. The evaluation also provided a set of recommended actions to meet the remaining requirements of the ISO 27001 standard. TIKD provides a collaborative environment, based on knowledge graph integration and GDPR-compliant personal data handling, as part of the data security infrastructure. As a result of this work, a new trusted data security methodology, based on personal data handling, data privileges, access control context specification, and privacy-aware data interlinking, was developed using a knowledge graph approach."
187,"Introduction COVID-19 has spread rapidly worldwide, causing significant morbidity and mortality. People from ethnic minorities, particularly those working in healthcare settings, have been disproportionately affected. Current evidence of the association between ethnicity and COVID-19 outcomes in people working in healthcare settings is insufficient to inform plans to address health inequalities. Methods and analysis This study combines anonymised human resource databases with professional registration and National Health Service data sets to assess associations between ethnicity and COVID-19 diagnosis, hospitalisation and death in healthcare workers in the UK. Adverse COVID-19 outcomes will be assessed between 1 February 2020 (date following first confirmed COVID-19 case in UK) and study end date (31 January 2021), allowing 1-year of follow-up. Planned analyses include multivariable Poisson, logistic and flexible parametric time-to-event regression within each country, adjusting for core predictors, followed by meta-analysis of country-specific results to produce combined effect estimates for the UK. Mediation analysis methods will be explored to examine the direct, indirect and mediated interactive effects between ethnicity, occupational group and COVID-19 outcomes. Ethics and dissemination Ethical approval for the UK-REACH programme has been obtained via the expedited HRA COVID-19 processes (REC ref: 20/HRA/4718, IRAS ID: 288316). Research information will be anonymised via the Secure Anonymised Information Linkage Databank before release to researchers. Study results will be submitted for publication in an open access peer-reviewed journal and made available on our dedicated website (https://uk-reach.org/)."
188,"Introduction Chronic heart failure (CHF) is a life-threatening chronic disease characterised by periodic exacerbations and recurrent hospitalisations. In the management of CHF, patient compliance with evidence-based clinical guidelines is essential, but remains difficult practically. The objective of this study is to examine whether an Innovative Telemonitoring Enhanced Care Programme for CHF (ITEC-CHF) improves patients' compliance, and associated health and economic outcomes. Methods and analysis An open multicentre randomised controlled trial has been designed. Patients will be recruited and randomised to receive either ITEC-CHF (n=150) or usual care CHF (n=150) for at least 6 months. ITEC-CHF combines usual care and an additional telemonitoring service including remote weight monitoring, structured telephone support and nurse-led collaborative care. The primary outcomes are the compliance rates with the best-practice guidelines for daily weight monitoring. The secondary outcomes include the compliance with other guideline recommendations (health maintenance, medication, diet and exercise), health (health-related quality of life, risk factors, functional capacity and psychological states) and economic outcomes related to the use of healthcare resources such as hospital readmissions and general practitioner/emergency department visits. Ethics and dissemination The clinical trial has been approved by Peninsula Health Human Research Ethics Committee (HREC Reference: HREC/14/PH/27), Royal Perth Hospital Human Research Ethics Committee (Reference: 15-081) and the Curtin University Human Research Ethics Committee (Reference: HR 181/2014). We will disseminate the final results to the public via conferences and journal publications. A final study report will also be provided to the ethics committees."
189,"ObjectiveThe nature of model-based cost-effectiveness analysis can lead to disputes in the scientific community. We propose an iterative and collaborative approach to model development by presenting a flexible open-source simulation model for rheumatoid arthritis (RA), accessible to both technical and non-technical end-users.MethodsThe RA model is a discrete-time individual patient simulation with 6-month cycles. Model input parameters were estimated based on currently available evidence and treatment effects were obtained with Bayesian network meta-analysis techniques. The model contains 384 possible model structures informed by previously published models. The model consists of the following components: (i) modifiable R and C++ source code available in a GitHub repository; (ii) an R package to run the model for custom analyses; (iii) detailed model documentation; (iv) a web-based user interface for full control over the model without the need to be well-versed in the programming languages; and (v) a general audience web-application allowing those who are not experts in modeling or health economics to interact with the model and contribute to value assessment discussions.ResultsA primary function of the initial version of RA model is to help understand and quantify the impact of parameter uncertainty (with probabilistic sensitivity analysis), structural uncertainty (with multiple competing model structures), the decision framework (cost-effectiveness analysis or multi-criteria decision analysis), and perspective (healthcare or limited societal) on estimates of value.ConclusionIn order for a decision model to remain relevant over time it needs to evolve along with its supporting body of clinical evidence and scientific insight. Multiple clinical and methodological experts can modify or contribute to the RA model at any time due to its open-source nature."
190,"Objectives: To evaluate the impact of a multicenter intervention to reduce potentially inappropriate antipsychotic use in Canadian nursing homes at the individual and facility levels. Design: Longitudinal, population-based cohort study to evaluate the Canadian Foundation for Healthcare Improvement's Spreading Healthcare Innovations Initiative to reduce potentially inappropriate antipsychotic use in 6 provinces/territories. Setting and Participants: Adults in nursing homes in 6 provinces/territories in Canada between 2014 and 2016. The sample involved 4927 residents in 45 intervention homes and 122,570 residents in 1193 control homes in the first quarter of the study. Measures: Assessment data based on the Resident Assessment Instrument 2.0 were used in both settings to track antipsychotic use and to obtain risk-adjusters for a quality indicator on potentially inappropriate use. Intervention: Quality improvement teams in participating organizations were provided with education, training, and support to implement localized strategies intended to reduce antipsychotic medication use in residents without diagnosis of psychosis. Results: At the resident level, we found that the odds of remaining on potentially inappropriate antipsychotics were 0.75 in intervention compared with control homes after adjusting for age, sex, aggressive behavior, and cognition. These findings were evident within the pooled Canadian data as well as within provinces. At the facility level, the intervention homes had greater improvements in risk-adjusted quality indicator performance than the control homes, and this was true for the worst, median, and best-performing homes at baseline. There was no major change in the quality indicator for worsening of behavior symptoms. Conclusions/Implications: The Canadian Foundation for Healthcare Improvement intervention was associated with a reduction in potentially inappropriate antipsychotic use at both the individual and facility levels of analysis. This improvement in performance was independent of secular trends toward reduced antipsychotic use in participating provinces. This suggests that substantial improvements in medication use may be achieved through targeted, collaborative quality improvement initiatives in long-term care. (C) 2020 The Author(s). Published by Elsevier Inc. on behalf of AMDA - The Society for Post-Acute and Long-Term Care Medicine. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)."
191,"Biomedical engineering (BME) has the potential of transforming medical care towards universal healthcare by means of the democratization of medical technology. To this end, innovative holistic approaches and multidisciplinary teams, built upon the gathering of international talent, should be encouraged within the medical industry. However, these transformations can only be accomplished if BME education also continuously evolves and focuses on the internationalization of students, the promotion of collaborative design strategies and the orientation towards context relevant medical needs. In this study we describe an international teaching-learning experience, the UBORA (Swahili for 'excellence') Design School. During an intensive week of training and collaboration 39 engineering students lived through the complete development process for creating innovative open-source medical devices following the CDIO (conceivedesign-implement-operate) approach and using the UBORA e-infrastructure as a co-design platform. Our post-school survey and analyses showed that this integral teaching-learning experience helped to promote professional skills and could nurture the future generation of biomedical engineers, who could transform healthcare technology through collaborative design oriented to open source medical devices."
192,"Background: Today, telehealth is experiencing exponential growth in utilization. Paralleling this trend is the growth in the telehealth industry, with sharp increases in the number of platforms, functionalities, and levels of integrations within both the electronic health record and other technical systems supporting health care. When a telehealth network is intended to be used across independent health care systems, an additional layer of complexity emerges. In the context of regionalized telehealth networks that are not within the same health care system, not only are technical interoperability challenges a practical barrier, but administrative, clinical, and competitive elements also quickly emerge, resulting in fragmented, siloed technologies. Objective: The study aimed to describe a statewide approach to deploying an interoperable open access telehealth network across multiple health systems. Methods: One promising solution to the abovementioned concerns is an open access telehealth network. In the field of telehealth, an open access network (OAN) can be defined as a network infrastructure that can be used by health care providers without a closed or proprietary platform, specific obligatory network, or service-specific telehealth technologies. This framework for the development of an OAN is grounded in practical examples of clinical programs that function in each stage of network maturity based on the experience of the South Carolina Telehealth Alliance (SCTA). The SCTA's experience details successes and challenges in an ongoing effort to achieve an OAN. The model describes an OAN in stages of collaborative maturity and provides insights into the technological, clinical, and administrative implications of making the collaboration possible. Results: The four stages of an OAN are defined according to operational maturity, ranging from feasibility to demonstration of implementation. Each stage is associated with infrastructure and resource requirements and technical and clinical activities. In stage 1, technical standards are agreed upon, and the clinical programs are designed to utilize compliant technologies. In stage 2, collaboration is demonstrated through technical teams working together to address barriers, whereas clinical and administrative teams share best practices. In stage 3, a functional interoperable network is demonstrated with different institutions providing service through common telehealth end points at different patient care sites. In stage 4, clinical workflows are streamlined and standardized across institutions, and economies of scale are achieved through technical and administrative innovations. Conclusions: The approach to OAN development described provides a roadmap for achieving a functional telehealth network across independent health systems. The South Carolina experience reveals both successes and challenges in achieving this goal. The next steps toward the development of OANs include advocacy and ongoing engagement with the developers of telehealth technologies regarding their commitment to interoperability."
193,"Introduction: Social networks applied through Web 2.0 tools have gained importance in health domain, because they produce improvements on the communication and coordination capabilities among health professionals. This is highly relevant for multimorbidity patients care because there is a large number of health professionals in charge of patient care, and this requires to obtain clinical consensus in their decisions. Our objective is to develop a tool for collaborative work among health professionals for multimorbidity patient care. We describe the architecture to incorporate decision support functionalities in a social network tool to enable the adoption of shared decisions among health professionals from different care levels. As part of the first stage of the project, this paper describes the results obtained in a pilot study about acceptance and use of the social network component in our healthcare setting. Methods: At Virgen del Rocio University Hospital we have designed and developed the Shared Care Platform (SCP) to provide support in the continuity of care for multimorbidity patients. The SCP has two consecutively developed components: social network component, called Clinical Wall, and Clinical Decision Support (CDS) system. The Clinical Wall contains a record where health professionals are able to debate and define shared decisions. We conducted a pilot study to assess the use and acceptance of the SCP by healthcare professionals through questionnaire based on the theory of the Technology Acceptance Model. Results: In March 2012 we released and deployed the SCP, but only with the social network component. The pilot project lasted 6 months in the hospital and 2 primary care centers. From March to September 2012 we created 16 records in the Clinical Wall, all with a high priority. A total of 10 professionals took part in the exchange of messages: 3 internists and 7 general practitioners generated 33 messages. 12 of the 16 record (75%) were answered by the destination health professionals. The professionals valued positively all the items in the questionnaire. As part of the SCP, opensource tools for CDS will be incorporated to provide recommendations for medication and problem interactions, as well as to calculate indexes or scales from validated questionnaires. They will receive the patient summary information provided by the regional Electronic Health Record system through a web service with the information defined according to the virtual Medical Record specification. Conclusions: Clinical Wall has been developed to allow communication and coordination between the healthcare professionals involved in multimorbidity patient care. Agreed decisions were about coordination for appointment changing, patient conditions, diagnosis tests, and prescription changes and renewal. The application of interoperability standards and open source software can bridge the gap between knowledge and clinical practice, while enabling interoperability and scalability. Open source with the social network encourages adoption and facilitates collaboration. Although the results obtained for use indicators are still not as high as it was expected, based on the promising results obtained in the acceptance questionnaire of SMP, we expect that the new CDS tools will increase the use by the health professionals. (C) 2013 Elsevier Inc. All rights reserved."
194,"Knowledge bases (KBs) have gradually become a valuable asset for many AI applications. While many current KBs are quite large, they are widely acknowledged as incomplete, especially lacking facts of long-tail entities, e.g., less famous persons. Existing approaches enrich KBs mainly on completing missing links or filling missing values. However, they only tackle a part of the enrichment problem and lack specific considerations regarding long-tail entities. In this paper, we propose a full-fledged approach to knowledge enrichment, which predicts missing properties and infers true facts of long-tail entities from the open Web. Prior knowledge from popular entities is leveraged to improve every enrichment step. Our experiments on the synthetic and real-world datasets and comparison with related work demonstrate the feasibility and superiority of the approach."
195,"Background: The Electronic Data Methods (EDM) Forum, with support from the Agency for Healthcare Research and Quality, exists to advance knowledge and practice on the use of electronic clinical data (ECD) for comparative effectiveness research, patient-centered outcomes research, and quality improvement (QI). The EDM Forum facilitates collaboration between the Prospective Outcome Systems using Patient-specific Electronic data to Compare Tests and therapies, Scalable Distributed Research Network, and Enhanced registry projects funded by Agency for Healthcare Research and Quality. Objectives: This overview describes a second set of papers commissioned by the EDM Forum, published in this supplement to Medical Care. The papers that are included discuss challenges and innovations from the research and QI community using ECD. Conclusions: The papers in this supplement provide lessons learned based on experiences building transparent, scalable, reusable networks for research and QI. Through these papers, and a new open access e-journal, eGEMs, the EDM Forum is working to advance the science of health research and QI using ECD to improve patient outcomes."
196,"Introduction Significant changes in routine maternity care have been introduced globally in response to the COVID-19 pandemic to reduce infection risk, but also due to lack of medical facilities, staff shortages and the unpredictable nature of the disease. However, it is yet to be established if specialised perinatal mental health (PMH) services have been similarly affected. As a Task Force in PMH and COVID-19 pandemic within Riseup-PPD COST Action, this study aims to identify changes in PMH practices, policies and protocols during the COVID-19 pandemic in Europe. Methods and analysis An online survey of experts in the PMH who are members of the COST Action 'Riseup-PPD' and the COST Action DEVOTION across 36 European countries will be conducted. A questionnaire on changes in PMH care practices during the COVID-19 Pandemic will be administered. It consists of open-ended questions, checklists and ratings on a 7-point scale addressing seven domains of interest in terms of PMH: (1) policies, guidelines and protocols; (2) PMH care practices at a national level; (3) evidence of best practice; (4) barriers to usual care; (5) resources invested; (6) benefits of investment in the policies and (7) short-term and long-term expectations of the policies. Data will be collected using Qualtrics. Descriptive statistics will be reported and differences between countries will be examined using the chi(2) statistic or Student's t-test. Ethics and dissemination Ethical approval was obtained from The Ethics Committee for Research in Life and Health Sciences of the University of Minho (Portugal) to undertake an anonymous online survey. The findings will be disseminated to professional audience through peer-review publication and presentations and shared widely with stakeholders, policy-makers and service user groups. A position paper will be developed to influence policy-making at a European level to alleviate the adversities caused by COVID-19."
197,"In India, there is a strong need of reform measures to improve the quality of medical education being imparted in various medical colleges and institutions. This is partly aggravated by the shortage of healthcare practitioners. As a solution for improving the quality of medical education, an emerging form of eLearning, namely, Massive Open Online Courseware (MOOC) could be used as a potential tool. With its varied advantages, MOOCs have a wide acceptance amongst the global community. MOOC replaces the traditional brick and mortar classrooms by providing an open online knowledge repository and enables a collaborative learning environment. However, for MOOCs to be accepted as a medium for imparting medical education in India, it is necessary that MOOCs is recognised by all the medical colleges and institutions. MOOCs would not only improve the quality of medical education but also, as a spin off, would result in the improvement of healthcare service delivery, thereby benefitting each and every citizen of India."
198,"Background The COVID-19 pandemic has resulted in a range of unprecedented disruptions to maternity care with documented impacts on perinatal outcomes such as stillbirth and preterm birth. Metropolitan Melbourne has endured one of the longest and most stringent lockdowns in globally. This paper presents the protocol for a multicentre study to monitor perinatal outcomes in Melbourne, Australia, during the COVID-19 pandemic. Methods Multicentre observational study analysing monthly deidentified maternal and newborn outcomes from births >20 weeks at all 12 public maternity services in Melbourne. Data will be merged centrally to analyse outcomes and create run charts according to established methods for detecting non-random 'signals' in healthcare. Perinatal outcomes will include weekly rates of total births, stillbirths, preterm births, neonatal intensive care admissions, low Apgar scores and fetal growth restriction. Maternal outcomes will include weekly rates of: induced labour, caesarean section, births before arrival to hospital, postpartum haemorrhage, length of stay, general anaesthesia for caesarean birth, influenza and COVID-19 vaccination status, and gestation at first antenatal visit. A prepandemic median for all outcomes will be calculated for the period of January 2018 to March 2020. A significant shift is defined as >= 6 consecutive weeks, all above or below the prepandemic median. Additional statistical analyses such as regression, time series and survival analyses will be performed for an in-depth examination of maternal and perinatal outcomes of interests. Ethics and dissemination Ethics approval for the collaborative maternity and newborn dashboard project has been obtained from the Austin Health (HREC/64722/Austin-2020) and Mercy Health (ref. 2020-031)."
199,"Accessible Summary Pharmacists are an important source of support for people with learning disabilities, healthcare professionals and carers. Pharmacists can support carers and healthcare professionals to manage medicines in line with stopping over-medication of people with a learning disability, autism or both principles. Healthcare staff and carers were interviewed to see how they felt about working with a pharmacist and how this helped them to look after people with learning disabilities. Healthcare professionals and carers felt that the pharmacist was very helpful and listened to them. Background The issues surrounding the prescribing and monitoring of medications for people with learning disabilities and behaviours deemed to be challenging, and are complex in their management for patients, healthcare professionals and carers. The aim of the study was to explore the impact of the pharmacist independent prescriber on a medication clinic for people with learning disabilities and challenging behaviours from the perspectives of healthcare professionals and carers in a UK mental health Trust setting. Materials and Methods Qualitative methods were used to provide an understanding of the participants' interactions with the pharmacist in the context of the medication clinic. Individual, semi-structured interviews were carried out with staff and carers, audio-recorded and transcribed verbatim. A thematic analysis was carried out to identify themes which illuminated the participants' experiences. Recruitment took place December 2017-August 2018. Results Nine participants took part (six staff and three full-time carers). Eight themes were constructed from the data: five from staff and three from the carer cohort: being open to innovation and change in collaborative practice, challenging traditional norms in collaborative approaches to person-centred care, proactive empowerment via maximisation of expertise and resources, supporting and empowering informed decision-making, encouraging collaborative debate around medication, establishing authentic and interactive dialogue, gaining trust of the pharmacist independent prescriber's role in the management of patients and feeling empowered to challenge ambiguity and inconsistency in prescribing practice. Conclusion The pharmacist independent prescriber is a valued asset, with high levels of interaction between all staff, carers and an integral aspect of services provided."
200,"The COVID-19 pandemic has stunned the global community with marked social and psychological ramifications. There are key challenges for psychiatry that require urgent attention to ensure mental health well-being for all - COVID-19-positive patients, healthcare professionals, first responders, people with psychiatric disorders and the general population. This editorial outlines some of these challenges and research questions, and serves as a preliminary framework of what needs to be addressed. Mental healthcare should be an integral component of healthcare policy and practice towards COVID-19. Collaborative efforts from psychiatric organisations and their members are required to maximise appropriate clinical and educational interventions while minimising stigma."
201,"Clinical validity assessments of gene-disease associations underpin analysis and reporting in diagnostic genomics, and yet wide variability exists in practice, particularly in use of these assessments for virtual gene panel design and maintenance. Harmonization efforts are hampered by the lack of agreed terminology, agreed gene curation standards, and platforms that can be used to identify and resolve discrepancies at scale. We undertook a systematic comparison of the content of 80 virtual gene panels used in two healthcare systems by multiple diagnostic providers in the United Kingdom and Australia. The process was enabled by a shared curation platform, PanelApp, and resulted in the identification and review of 2,144 discordant gene ratings, demonstrating the utility of sharing structured gene-disease validity assessments and collaborative discordance resolution in establishing national and international consensus."
202,"The COVID-19 pandemic has affected many countries, posing a threat to human health and safety, and putting tremendous pressure on the medical system. This paper proposes a novel SLAM technology us ing RGB and depth images to improve hospital operation efficiency, reduce the risk of doctor-patient cross-infection, and curb the spread of the COVID-19. Most current visual SLAM researches assume that the environment is stationary, which makes handling real-world scenarios such as hospitals a challenge. This paper proposes a method that effectively deals with SLAM problems for scenarios with dynamic objects, e.g., people and movable objects, based on the semantic descriptor extracted from images with help of a knowledge graph. Specifically, our method leverages a knowledge graph to construct a priori movement relationship between entities and establishes high-level semantic information. Built upon this knowledge graph, a semantic descriptor is constructed to describe the semantic information around key points, which is rotation-invariant and robust to illumination. The seamless integration of the knowledge graph and semantic descriptor helps eliminate the dynamic objects and improves the accuracy of track ing and positioning of robots in dynamic environments. Experiments are conducted using data acquired from healthcare facilities, and semantic maps are established to meet the needs of robots for delivering medical services. In addition, to compare with the state-of-the-art methods, a publicly available dataset is used in our evaluation. Compared with the state-of-the-art methods, our proposed method demonstrated great improvement with respect to both accuracy and robustness in dynamic environments. The computational efficiency is also competitive. (c) 2021 Elsevier Ltd. All rights reserved."
203,"Objectives Effective secondary stroke prevention strategies are suboptimally used. Novel development of interventions to enable healthcare professionals and stroke survivors to manage risk factors for stroke recurrence are required. We sought to engage key stakeholders in the design and evaluation of an intervention informed by a learning health system approach, to improve risk factor management and secondary prevention for stroke survivors with multimorbidity. Design Qualitative, including focus groups, semistructured interviews and usability evaluations. Data was audio recorded, transcribed and coded thematically. Participants Stroke survivors, carers, health and social care professionals, commissioners, policymakers and researchers. Setting Stroke survivors were recruited from the South London Stroke Register; health and social care professionals through South London general practices and King's College London (KCL) networks; carers, commissioners, policymakers and researchers through KCL networks. Results 53 stakeholders in total participated in focus groups, interviews and usability evaluations. Thirty-seven participated in focus groups and interviews, including stroke survivors and carers (n=11), health and social care professionals (n=16), commissioners and policymakers (n=6) and researchers (n=4). Sixteen participated in usability evaluations, including stroke survivors (n=8) and general practitioners (GPs; n=8). Eight themes informed the collaborative design of DOTT (Deciding On Treatments Together), a decision aid integrated with the electronic health record system, to be used in primary care during clinical consultations between the healthcare professional and stroke survivor. DOTT aims to facilitate shared decision-making on personalised treatments leading to improved treatment adherence and risk control. DOTT was found acceptable and usable among stroke survivors and GPs during a series of evaluations. Conclusions Adopting a user-centred data-driven design approach informed an intervention that is acceptable to users and has the potential to improve patient outcomes. A future feasibility study and subsequent clinical trial will provide evidence of the effectiveness of DOTT in reducing risk of stroke recurrence."
204,"IMPORTANCE Type 2 diabetes is a prevalent and morbid condition. Poor engagement with self-management can contribute to diabetes-associated distress and hinder diabetes control. OBJECTIVE To evaluate the implementation and effectiveness of Empowering Patients in Chronic Care (EPICC), an evidence-based intervention to improve diabetes-associated distress and hemoglobin A(1c) (HbA(1c)) levels after the intervention and after 6-month maintenance. DESIGN, SETTING, AND PARTICIPANTS This hybrid (implementation-effectiveness) randomized clinical trial was performed in Veterans Affairs clinics across Illinois, Indiana, and Texas from July 1, 2015, to June 30, 2017. Participants included adults with uncontrolled type 2 diabetes (HbA(1c) level >8.0%) who received primary care during the prior year in participating clinics. Data collection was completed on November 30, 2018, and data analysis was completed on June 30, 2020. All analyses were based on intention to treat. INTERVENTIONS Participants in EPICC attended 6 group sessions based on a collaborative goal-setting theory led by health care professionals. Clinicians conducted individual motivational interviewing sessions after each group. Usual care was enhanced (EUC) with diabetes education. MAIN OUTCOMES AND MEASURES The primary outcome consisted of changes in HbA(1c) levels after the intervention and during maintenance. Secondary outcomes included the Diabetes Distress Scale (DDS), Morisky Medication Adherence Scale, and Lorig Self-efficacy Scale. Secondary implementation outcomes included reach, adoption, and implementation (number of sessions attended per patient). RESULTS A total of 280 participants with type 2 diabetes (mean [SD] age, 67.2 [8.4] years; 264 men [94.3]; 134 non-Hispanic White individuals [47.9%]) were equally randomized to EPICC or EUC. Participants receiving EPICC had significant postintervention improvements in HbA(1c) levels (F-1, (252) = 9.12, Cohen d = 0.36 [95% CI, 0.12-0.59]; P = .003) and DDS (F-1,F-245 = 9.06, Cohen d = 0.37 [95% CI, 0.13-0.60]; P = .003) compared with EUC. During maintenance, differences between the EUC and EPICC groups remained significant for DDS score (F-1,F-245 = 8.94, Cohen d = 0.36 [95% CI, 0.12-0.59]; P = .003) but not for HbA(1c), levels (F-1,F-252 = 0.29, Cohen d = 0.06 [95% CI, -0.17 to 0.30]; P = .60). Improvements in DDS scores were modest. There were no differences between EPICC and EUC in improvements after intervention or maintenance for either adherence or self-efficacy. Among all 4002 eligible patients, 280 (7.0%) enrolled in the study (reach). Each clinic conducted all planned EPICC sessions and cohorts (100% adoption). The EPICC group participants attended a mean (SD) of 4.34 (1.98) sessions, with 54 (38.6%) receiving all 6 sessions. CONCLUSIONS AND RELEVANCE A patient-empowerment approach using longitudinal collaborative goal setting and motivational interviewing is feasible in primary care. Improvements in HbA,, levels after the intervention were not sustained after maintenance. Modest improvements in diabetes-associated distress after the intervention were sustained after maintenance. Innovations to expand reach (eg, telemedicine-enabled shared appointments) and sustainability are needed."
